EX102193_RNA_L8_V1N	EX140477_RNA_L2_V1N	EX150743_RNA_L8_V1N	EX157833_RNA_L8_V1N	EX161328_RNA_L6_V1N	EX169285_RNA_L3_V1N	EX170637_RNA_L2_V1N	EX171518_RNA_L4_V1N	EX172638_RNA_L2_V1N	EX173983_RNA_L2_V1N	EX175931_RNA_L1_V1N	EX176166_RNA_L1_V1N	EX176721_RNA_L7_V1N	EX176795_RNA_L1_V1N	EX177230_RNA_L5_V1N	EX177867_RNA_L8_V1N	EX178108_RNA_L8_V1N	EX178643_RNA_L6_V1N	EX178682_RNA_L4_V1N	EX178815_RNA_L5_V1N	EX178996_RNA_L7_V1N	EX180745_RNA_L2_V1N	EX180995_RNA_L3_V1N	EX181583_RNA_L6_V1N	EX182339_RNA_L4_V1N	EX182678_RNA_L2_V1N	EX185376_RNA_L3_V1N	EX185863_RNA_L6_V1N	EX187488_RNA_L6_V1N	EX142848_RNA_L4_V1N	EX149585_RNA_L7_V1N	EX170045_RNA_L1_V1N	EX171517_RNA_L2_V1N	EX171721_RNA_L3_V1N	EX172587_RNA_L8_V1N	EX172588_RNA_L2_V1N	EX177582_RNA_L6_V1N	EX180922_RNA_L8_V1N	EX183838_RNA_L3_V1N	EX184151_RNA_L1_V1N	EX185255_RNA_L3_V1N	EX186006_RNA_L8_V1N	EX186192_RNA_L7_V1N	EX186931_RNA_L7_V1N	EX187890_RNA_L6_V1N	EX189608_RNA_L7_V1N
g952	-0.559481164765174	-0.713719113872478	0.407162143802289	0.972708365754865	-0.0479445545154251	0.341380153233127	-0.7243350769114	0.77691618083996	0.502717412021951	-1.32141865076047	0.0986917094146927	0.877975275654069	-1.30953418769727	-0.0497649438907317	2.61235390121289	0.118684686796273	-2.18680217644787	-0.395153858586376	-0.0545818673954884	1.87988766015405	-1.2161255804416	0.946447717195145	-0.736815162782767	1.87319338185382	0.0541332642167318	0.576291409743086	-1.11319181508076	-0.0559958059816098	-1.35081402438537	1.14737630768951	-0.428433973089616	1.2743756682263	-1.09696231183331	-1.56440245350063	0.0712028443679535	0.612631339833852	-0.914206673244447	-0.3419680233422	-0.258893633622969	-1.16204583313687	0.832101797404989	0.306709808026692	-0.168355362936972	0.685298609215059	-0.322410770443033	1.12511738200755
g953	-0.457199208050123	-2.18752096903443	-0.261767994038084	-0.443768190662843	0.875397225788461	-0.317001236486571	1.08103898787904	2.2578939810894	0.178582712682386	-1.16435718040005	-0.285023586266786	1.2648152142783	-2.1429608752102	0.619977149128555	-0.145186222333838	1.02534035087203	-0.2234505144648	0.28009381984871	0.173128546480778	-0.58466620576181	-2.05920370006324	-0.0765528805781245	0.253474023264123	1.88869104711177	1.21078374706429	0.380577052962912	0.0751942754667051	-1.12874831220476	0.436170057438366	0.861339118078388	-0.652507743536533	0.51660946970231	-1.07038874953097	-0.649196337547056	-1.39985723983164	-0.427033456534423	0.712826726607419	-1.16835665133449	0.522018117890673	-0.692339282303594	-0.710509950003486	0.348933382089062	1.07636419507416	0.520932591350134	0.218581808555508	1.46883288547435
g954	-0.163235605150478	-2.178723747344	0.173076321604828	1.36033863603438	1.17768479859789	-0.402573489653415	0.82932970925728	1.50511527300555	-0.756097302522357	-1.11907356386922	-0.0243738121497007	1.55661914291304	0.199007542429421	0.457769819449917	-0.104350451559307	0.821078990799691	-1.13999725474453	-0.364596872101401	-1.13017221525615	1.02166156840405	-0.675111000150638	0.0528559982060654	-0.289828876668237	1.28775668919348	-0.838974352446851	1.22941403695933	-0.135366761542588	-0.64975460750068	-0.998191911773842	1.18584590755369	0.154318634976976	-0.458343155077873	-2.32456800057523	-1.21624979838193	-1.23526728017111	-1.12428428397731	0.268725386641365	-0.311265971065842	0.762925819336999	1.56390280268853	-0.242281301355471	-0.671924589271319	0.2998507534807	1.6434707676161	-0.10653769248529	1.11039529764551
g955	-1.11087401874205	-1.27182032087663	1.07271579463158	1.60911761006193	1.16365417165292	0.361079446152949	0.842344260268383	0.820739724510785	0.700469036950995	-0.0423163362185413	-0.882180486534149	-0.240848558863069	-0.739413981861939	1.14530844729521	0.699828112585903	-0.189305663982492	0.0323130596824437	-0.00306755195026996	-1.23927993748586	1.16615413048655	-0.377702339643913	-0.486533583569818	0.132741147170762	2.8883825110751	0.455663424997938	0.678064609028897	-0.831862019806639	-1.00807092727348	-0.0362736404267681	-1.06999842884822	0.036926523238119	-0.75606538333126	-0.679540780619521	-0.402627315804593	-0.0547718672656178	-0.725863081063659	-0.842103990747838	-0.976350832818944	-0.462482836507894	-1.05843743239881	0.015535506521958	-2.09348212479026	1.17416490406604	2.47617294930579	-0.0988987433746413	0.208796815122637
g956	-1.6353891220892	-1.24069050467496	0.672285884366696	0.349479306398804	0.0487289452960806	-0.724721317702875	-1.09542082678545	0.750749117492071	-0.592858656523769	-0.987146097925017	-0.399673584073227	2.00258982216578	-2.17646534925159	2.63706598872534	0.470247873580807	0.707926358807092	-0.0623458259246048	0.857221387954257	-0.727536193931569	1.9328715050094	-1.6083690525725	0.718629560002163	-0.11645085732698	0.70419632819016	1.31700858361042	1.29888201367482	0.222841466528425	0.0323000817887759	-0.215950280809294	0.0193729816348109	-0.902349948865587	-0.0512315497022323	-1.17506595471874	-0.729265075955251	0.373011482151956	-0.00117693352953644	0.589924831777342	-0.861228187678199	-0.790465807436734	-0.871532587178953	0.404266399236436	0.141543059022155	-0.400599358610086	-0.147179334710643	-0.196894799973016	1.45886423053621
g957	-0.686920668166658	-0.817942758210152	0.595437294751469	-0.225010228831821	0.351709113512	0.455159933699488	-0.693947324114643	1.33305746086136	0.663950132156358	-0.595861624934869	-0.251520849546642	1.08302111254091	-0.803595000992274	0.716465730818479	1.29287038450253	1.06093666608213	0.166876308785773	1.15934177420699	-1.15207456826086	2.362484952494	-0.949833905010685	0.797872738880866	0.28666247274619	0.288229023204349	1.88050120299251	0.491258129908259	-0.100712570111949	-0.383200132070331	-0.330786139902889	0.465310027531587	-0.814758415487175	-0.00640855994713342	-1.74340502883579	-0.58666966465042	-2.1915573295551	0.185808007463014	-0.440256881731986	-0.643272882704651	0.642949046255598	-0.846719714586824	-1.49113829277557	-2.25749500741464	0.404583876604774	1.54640390504872	-0.34302751854998	0.125225771345699
g958	-1.27698348401817	-1.89971343940236	-0.413165949776385	0.10423616823057	0.324802215646023	0.380903973614703	1.44462082999354	0.154626558674197	0.358009946409759	-1.48776318298832	0.168453464816257	0.888448145093108	0.445465364241482	1.38427451606382	1.43992146651103	1.27210039855703	-1.71677522379388	-0.134713370013787	0.102658380628536	0.958523613976682	-0.78170730217047	-1.13743907748294	0.743012038411908	1.76546719939316	2.23790546081225	1.23426534455806	-0.656724005354893	-0.702030091944379	0.219861504852726	0.683479570221434	0.210981839688128	-0.279949967703873	-1.99563075265897	-0.706555511793097	-0.46867323727065	-0.529015076831406	-0.617802140552073	-1.34539415351222	-0.0543528309215749	-1.21117719546616	0.610867296773274	-0.0992508266519061	-0.230092438648344	0.799835140407388	-0.784146085975189	0.596334907355972
g959	-0.891420983771518	-0.987288379264639	0.767661246308998	0.243437802031519	0.0303643489874967	0.142014799293429	1.31179676608405	0.933604765513933	0.367693312357424	-0.0459191927072473	-0.798132502006756	-0.041912160081015	-0.943598466342939	0.0277929460931189	-1.05228884878375	0.449985260227267	-1.70069775572259	1.38839264922094	0.187278797162582	-1.6356046888044	-0.817499010293879	1.99196109811105	-1.05854222093471	1.19048265472447	1.63932564187279	-2.01877303768066	0.608829607090224	0.540669955458393	1.29010327262711	1.77497738958743	-1.24617536700113	0.440497110360779	-1.16671475124153	-1.05875525420402	0.260960729949111	0.244594497657013	0.167769949080959	-0.155891849891323	1.2764584164816	-0.694872125698938	-0.624186401120167	-1.30272506150953	0.794095788206542	0.773747574487065	-0.186222987288785	-0.417275334625764
g960	-1.73085303738621	-0.0866370369948942	0.261946765015857	-0.194259292489761	-1.2292945364957	-1.25522556026991	1.27382907477689	0.854463473652297	-0.259116020368094	-1.64427156429803	0.566257120747531	1.19615592681233	-0.919303414097628	1.168916004694	0.799249338943416	0.728575301545727	-0.741696934936969	0.342996804454192	-0.654086997997619	1.4237369618657	-1.03342381415506	0.6733744740589	-1.20380841037084	-0.230049871505508	1.29584656512323	0.427947585229295	0.156295659045961	-0.994382736434479	-0.160601880309154	0.1328510204748	1.46909857707641	-1.41391013654728	-1.09006525106164	1.01975080324797	-1.62878984228583	0.840759062024727	-0.267823578923184	0.82243005472128	1.0179516778309	-1.43054828605406	1.4664353317421	-1.65712741475776	0.736980830666682	0.47027400945148	0.425467811825294	0.253685382712619
g961	-1.32066606489874	-1.96700504038715	-1.2200391906697	0.261545811775885	0.61663132753729	0.055327311685984	0.950344458102674	1.71388804864661	0.615107205692613	-0.115356607092841	0.987124863974517	0.439816636310595	-1.6443982268948	-0.240540969211753	1.3272032327953	1.21896826013194	-1.24493804530546	1.05751384536022	-0.0106832205328054	0.917242998895	-0.850593695196859	0.631873756074374	-1.67603997991631	1.83637246164098	1.50301416240396	0.903638888536137	0.392397939324841	-0.0216923462957975	0.583397575889228	-0.454680531776281	-0.136141175751177	-0.505165100402128	-0.679356431449952	-0.27248282379658	0.496626582677947	0.0258956371069627	-1.86854941872003	0.829827841617782	-0.877890155224513	-1.55520627322696	-0.115043226535266	-1.45453148168818	-0.146884150437013	0.712045989432703	0.54908371070431	-0.247004390907559
g962	-1.35845456954782	-1.73356427266722	-0.180214610710507	0.892590935031852	1.16429035746225	2.1605424106082	-0.124243219129862	2.38298303404632	-0.166555828746284	-0.784202523411291	-0.296394563778777	-0.372120838777458	-1.48410251407002	0.980323155688026	0.108252020992115	0.358845763492167	-1.77313593994447	-1.20761942531681	1.18361920257816	0.568977757613731	-0.513742247086838	1.54657405198371	-1.05211954808595	0.197775000480268	1.16628520048922	0.859496551877917	0.962131337961664	-1.17875932205567	-0.034242437006434	0.162483338511524	-0.559011382257185	0.500024459440668	-1.95288720506316	-0.118593533761858	-0.654131713779872	-1.37748025642327	0.379066461875091	0.303782828624244	0.235936807343641	-0.0612801373527701	0.544486514292267	-0.0719238057731725	-0.704532777052678	0.444749315176137	-0.236183940465893	0.892280106696102
g963	-1.13247679492861	-0.398471153551666	0.771663463566508	-0.0113635184559376	-0.737395536825236	-0.177668235631541	0.37992605447249	1.57428311062494	-1.10236504823922	0.914127558384719	-0.279408814808491	2.07198487237779	-2.51314153425789	0.746391348744152	-0.0346454090899686	2.17222757990483	-0.706388927761266	-0.351482650268592	-1.82084661419242	1.13816670717709	-0.691032482156181	0.0278439750708001	-0.256655647329461	0.970638377428792	-0.503811839433855	0.884711032465078	-1.80932435427556	-0.587265353476105	-0.228433506299721	-0.316635006642015	-0.44107833462355	0.662424559080619	-0.238998249727238	1.38106898156001	0.815121415587052	0.0490451920684954	-0.634075082592879	-0.734754019437831	0.0562406386473455	-1.37820494692481	-0.577410408982124	-0.408055430578539	0.581096390816087	0.417299787031962	1.02434800473139	1.43277985075056
g964	-0.263025592184596	0.0793133822881229	-0.0203934816385778	-0.878319940129152	-0.610107233786877	0.860663423721065	1.1816258121796	2.17536779415314	-1.06285400384144	-1.14267699192176	-0.291406282676355	0.707558722549896	-2.49009046814315	0.0797534262661548	0.690322824870513	2.07610698769365	-1.3511527073791	0.591236989388626	-0.776020453341809	1.35307784856391	-1.39993358204877	-0.219891427664318	-0.139923315757052	0.584756804327057	0.321181419022454	-1.4722438400157	-0.385899396319082	-0.48905849506301	0.81899731041422	0.271085868523614	-0.0174395798022513	-1.83351615177703	-0.408657566446759	-0.314446880155569	-0.732418393285748	2.17481256615651	-0.0981323606582324	0.235449884127391	-0.242418169270176	-0.383616416611922	0.337132022535914	-0.424106143002323	1.31127997508866	0.752232003952013	0.87787867393173	-0.0320848668334644
g965	0.0396139995715663	0.747619265214233	-0.510704148848889	-0.0358038541082692	0.925734913830389	-0.495860980421828	0.979092515482159	-0.665906150556125	0.913702036998626	-1.49378693220298	0.602231152213085	0.679671845598151	-1.16841976811475	1.37785177255273	0.0844017252093227	-0.130568272265122	0.331128328727079	-0.68756150876095	1.04981318772248	0.989045292609365	-1.01601954736447	-1.2674379987964	-1.58214586281666	-2.03446567474484	-1.35068787379195	-0.820950654411147	-0.32324986365918	0.111447944646444	-0.584636797498321	1.6161642886883	0.140920159234517	1.54579991756803	-1.28372955760565	-0.689397384517615	0.521883178349432	-0.779026093718413	-0.552742543148507	-0.150718082867575	-1.57733289470338	1.11134806186544	1.22341980639567	0.985743997341138	1.27213410662798	0.924927870185943	-0.498162344305835	1.52561942259678
g966	-1.05541343530665	0.376309335841617	0.662650178666364	-0.212179861538597	-0.0440067382561381	-1.50169635272132	-0.141647371268688	0.205797201814003	-0.000603174099313023	-1.65344863000442	0.84607439693169	-0.703617768464389	-0.966850870840625	0.50483448520077	1.00337964547823	0.63365755793972	1.37095271258346	-0.66207438506439	0.971333005474314	1.94931160672482	0.393881208807165	-1.48955885026936	0.0192524050400636	0.0120505376101653	-0.0642424535171534	-2.01330861413818	-0.58417558988687	0.92767729637413	-1.44331277503285	0.547967140820288	0.657292388140329	0.535505243824721	-1.29016274693978	-1.67588710525895	0.105058975231696	0.503946215959927	-0.41321612235118	0.113460114500622	0.23872041903338	0.372799735438369	2.77501378712826	-0.639246985601941	-1.30552617316452	1.02425252544066	0.606852275680353	0.502145608040199
g967	-0.898016461082853	-0.193398144019955	1.44063009845527	0.940999370083326	0.269202431141338	-0.675119069347303	1.14797592881237	-0.218374712446446	1.04038223709048	-1.05886000317259	1.96720884630804	0.413481834229312	-1.15196340819103	-0.803849151774153	0.999974249988584	0.178298879149005	0.955470149702293	-1.28050878516902	0.342284442479632	0.976687767250418	-0.446122296758648	-0.86159971994213	-0.881265058842769	-1.4635291660761	-1.19665570070861	0.548130981856953	-1.04413175713267	0.948950045333632	0.905399431757066	-1.16682307406198	1.51761161145421	-0.178724291105279	0.519393260609843	-1.01872181989229	0.112253962296961	0.157323377720186	0.348377849172898	-0.244231359845168	-0.891967347267578	0.214798495713833	2.53224393231849	-1.20450400085483	-0.660190854839626	-1.70245549321063	-0.103950173121476	0.86788266593899
g968	1.09851815028232	-1.37586668708981	-0.906802920799611	0.304092763705008	1.5878960994125	0.147524902539376	1.35296599889884	-1.2498424585089	-0.47645706499437	-1.40127929908883	2.10536889849879	0.415770508267588	0.181233512875711	0.591924538118212	0.135140241168638	1.38151512781391	1.59382407429766	-0.137723770053563	-0.715295126693573	0.92178410466966	0.303740597555098	-0.537682589371608	-1.77460070915129	-0.458172794481636	-0.384389078365117	-0.862721302115769	-0.852813922037755	1.49595971450957	-1.15673098606628	0.986600366414913	0.867390800505104	-1.52802760168515	-0.485471864406892	-1.91174524076325	-0.527969122677949	0.559097637235905	-0.613674182053583	-0.38063137225687	0.313925966817896	-0.0851558878266453	1.08756377138843	-0.590732189788506	-0.560538539940305	0.00143842333021161	0.105622926463994	1.43542558544792
g969	-0.384072365815991	0.216351903660848	-0.563451584047709	0.243491539660382	0.779167128540643	0.413200679810391	2.70278742464268	-0.676129192267419	-0.375967568926721	-1.28310678765238	1.46018755023344	-0.839607767114086	0.129794202053015	0.728755377019966	-0.137783719861426	0.373374826360382	1.19357591177817	-0.78978094109019	-0.440053166894007	-0.186538728077305	-1.16624964360802	0.690385836059755	-2.69911697884568	0.157224430750828	0.168697127237086	-1.02008706356551	-0.776899452902228	1.03514065523176	0.887040219357403	1.24705175597184	0.448441691493601	0.686783875995054	-1.84233477591428	-0.652462778111578	0.160314431721631	-1.57816227648709	1.10735883128608	1.79394271726639	-0.462416020801946	0.273865739811645	0.497452817799834	-1.00543300295625	0.382471950003073	-0.932689891417746	0.141504308881553	-0.106019226269893
g970	-0.294870113089052	-0.654318155532302	0.00300287528797714	0.227874119514823	0.83995994304297	-1.91819114173863	0.484148333610509	-0.144265077893738	-0.329051661408475	-0.594173480750319	3.35378330171885	-0.619594604530724	-0.883134601790311	0.488351281537361	0.69128749049893	2.11013262871146	0.611654581295247	-0.402542757531804	-0.230766451491225	0.163491909684567	0.265324314093776	-0.787962451912877	-0.527484391287946	-0.927806288543168	0.161073675773594	-1.19424263365672	-1.19264773969687	0.868860713284516	-0.0318622513817297	0.544404602319778	2.34366694443548	-0.876434808558827	-1.03676810167844	-0.745698503058995	0.528613638914981	-0.463093486543882	-1.13558915597085	1.18204257341006	-0.224740328533983	0.465003890434405	1.33086949415789	0.27367446181184	-0.932227751573332	0.411016910579769	-0.135046065647717	-1.06572568031687
g971	0.685314064147889	0.126730556294806	-0.349299527009652	-0.821013581420927	-0.239412240565475	-0.174670253847455	2.15613846434577	-1.55859999363678	-0.693802559167506	-1.33047792037414	1.35633002791506	1.16189372572496	-0.670326920992237	0.331663826111748	-0.610597685246388	0.790789005768266	0.14263782153468	-0.317617298800124	0.529163839326097	0.838447048376648	0.344333369173744	-1.94156304722571	-0.45228422169071	-1.00910172492137	0.0162807008409261	-0.910959730777207	0.647906280090086	-0.154781375566555	0.402188876510868	-1.12827392379638	0.127301597759681	-0.151955051898159	-0.255754666704124	-1.17199939248094	-1.36854522255165	0.307210889305288	-0.420583066650472	1.1668263554599	0.294177117275447	-0.204406805532005	3.5496820326984	-0.931398058677359	-0.176164845538759	0.621738325917861	0.182432216371618	1.26440297412235
g972	0.118711612945078	-0.62332283062985	0.680674140855166	0.797671017634078	1.25205724028487	0.876640327275857	0.763052330413734	-0.29011626884955	0.2525015445473	0.652673609533472	2.2172409491705	-0.196686759104416	-2.72351079922357	-0.162741657754494	0.671493886861879	-0.152455224695843	1.43982404082278	-0.329177941605039	0.990887002403774	0.515223793923258	0.114931902074617	-0.668544148417563	-1.05437563407348	-0.633324734261326	-0.753093425285527	-1.21201697031257	0.036502279950087	0.84921113710127	-1.57566250770933	1.4304300209914	1.02669384303307	-1.06072569589852	-0.105498912726121	-0.934143431160067	-1.30681792208431	-1.39203663566025	-0.608877146249794	1.31331564752386	-0.82910252223736	-0.140788048947733	0.924355700100718	-1.56811093252623	1.01356896163303	0.623530778717953	-0.414703221334362	0.174641602949551
g973	0.217434813947531	-0.50451938935978	-1.08097764374637	0.203289162516535	-0.542437735784627	-1.01357761660175	1.32589508033636	-0.169080603446423	-0.967337460691062	-0.473626350530572	1.77238521926944	-1.28799686668571	-1.13368771245228	2.40435250284143	0.665827220313732	0.628887642683963	1.21286049579837	0.454740088896719	1.0106057682594	0.139296555881504	0.250070501590693	-1.01082609582513	-0.378277993139309	-1.06534017850427	-0.675486411015861	-1.4759120984848	0.690047621707187	0.759378824103749	-0.311497321940782	1.83464739097939	1.13063048916079	-0.924357532679561	-0.528831752547238	0.100303430256026	-0.403119848185982	-0.983955304092248	-0.311325843230961	-0.688605771676946	0.186029192599068	-0.0029378832294985	1.20775366167636	-1.1918598836176	1.20702417508171	0.905169041948467	-2.05200044477834	0.870946862398696
g974	-0.493230864804514	-0.43154687542836	0.227996978812339	0.348135774226165	0.175047275237066	-0.225334904558426	1.07950531619277	-0.547438571327558	-2.17929853522992	-1.71156872665895	0.621820972250598	0.180510583689946	-1.1211295031878	1.2406432095737	1.81977347589301	0.0464123094350222	1.28323786624032	-1.16315173670828	1.25802446506235	0.50391688095339	0.110855817739183	-1.68203487014686	-0.444978824640023	-0.578645912970787	0.413034902566987	-1.90688352514422	-1.12194609631039	0.345376579745104	0.124375958943089	1.78120058137068	0.777474934575002	-0.287923435865116	0.235780596112268	-0.242449349822303	-2.30797541264137	0.386452926230341	0.591892932246126	0.601371719511777	-0.384474482567	0.333438380350605	-0.528301682688763	-0.821696299611452	0.434015196253698	1.37089919004164	0.895617093823278	0.993197693235638
g975	0.453124597644728	-1.20033312815854	0.0291221903346469	0.0719643208190849	-0.0521867072846291	-0.267595615577255	0.427420903460756	-1.13010196391123	-0.592023080326836	-0.606405750958848	1.23319125954121	-1.67116536815915	0.474618473930792	1.14467558697513	0.75926820955786	-0.225909419610648	2.00139423369145	-0.587103235049699	-0.712550576717783	0.139686426562451	-0.368513494735529	-0.849675134543516	-0.882960001597852	-0.760067385136682	-2.05557971382685	-2.29590712983939	-0.719258199125559	0.973634686409162	0.722800201827114	2.54502293538238	0.408263754814337	0.37806893302919	0.0503472228429849	0.217562444314861	1.07879220786244	-0.929879879900987	-0.169699956470781	1.46165345770802	0.329541339661274	0.773321927695569	0.267278041253331	1.28056614411186	-0.338006380147698	-0.286600425645166	-1.32343670787467	0.803639755168677
g976	-1.42549992394348	-1.23075632096209	0.050997888498525	0.402791932666625	2.09714084164047	-0.813305214580541	0.449381366469375	0.00790889734703425	-1.07961267905697	-0.550752240452669	1.4141481301175	0.734617029468993	-0.272497090587639	1.24628883775822	1.51683917699721	0.0560678208278726	0.669308729145512	-0.0515666730036022	-0.226765937616631	0.63772568898995	0.40911310361132	-1.60674583296646	-1.18928185902223	0.173875052549469	-1.09204436068897	-0.894653978741155	-0.744775059103318	0.968299847662106	-0.247651888861071	1.75957402677226	0.531988400748737	-0.309654213066195	0.517191558931284	-1.38460023962722	0.878499083072317	-1.01334280608409	-1.27585403012421	0.859182603384145	-0.498352090221829	1.2504472141372	1.58877976213648	-1.67849797847102	-0.263127537715228	0.208640073559948	-1.33368499243908	0.75421588084313
g977	-0.0650362703313647	1.02268888803244	0.289699566033983	1.12433841433665	-0.5005416382414	-0.130477831290334	2.23661279595458	-0.867126609080982	-0.0522915218543903	-0.729260052379819	1.35835273065707	-0.738284256006018	-1.05084478098099	-0.0678022264536012	-0.144002400351218	0.798326817191238	1.25163904292149	0.253834335750916	0.145000731195655	-0.295680166310803	0.66394885353621	-1.81333883884349	-0.393543254187865	-0.184881505229622	-0.284936433263897	-0.393593249736384	-0.0431622159825413	-0.0201389744566487	-0.615627862578096	1.18859708299456	1.37676582580691	1.22993434439111	-1.73945437043096	-1.62019435076787	-0.456172833649169	0.718171599588905	-0.566062178963963	0.263368881154338	-1.22879718879389	-0.270616189111739	1.5152969142645	-0.338462820626606	-0.189594106825026	-1.36637223660965	-1.61818059149627	2.34790013102403
g978	-1.00517957400127	-0.374570415284398	-0.777795818226369	0.711457491960173	0.511647729632896	0.166682942810728	1.62272834654723	-1.3788560664039	-0.293639621991525	1.01851142566246	0.907426217425943	-0.296760728421272	-2.00714246338114	-1.0949033316879	0.591513164328496	0.752590518315163	2.50066644653234	0.151274780049993	1.33136613233644	-0.866594180692602	-0.717530122247592	-1.68276072404555	-1.1265899606229	-1.09279397012709	-0.217875925297287	-0.825679445517095	-0.337188223753397	0.286671063354087	-0.450432105355388	-0.242529634764165	1.80061232065957	1.17345220034716	0.390886974099213	0.110103648814215	0.0575216876390529	1.38722427165586	-0.789570191661884	0.916160206286374	0.218484879755342	-0.443898779309303	1.38485100249618	-0.0145798997173773	-1.45365630371225	-0.785626254561539	-0.502321315704863	0.786641605779143
g979	-0.477372562384329	-0.0331646593786798	-0.813888241076877	-0.521143326886011	-0.241391720681161	-0.617894800224383	-0.751200630602177	0.982528712830564	0.642243996240042	0.412927104876394	1.8443574746691	-1.36347807766853	-1.86417161533356	0.440289217822004	0.758718317505435	1.09948660712353	1.94277309983729	-0.132731275144168	0.0995805354390925	0.786218178437861	-0.649025707124144	0.786192949344706	-2.17187890164963	-1.72070389407999	-1.87975901845785	-0.0105054423271567	1.08000778503049	-0.128328678434745	-1.15740363199128	0.78669827246683	1.39242395637138	-0.222182457381279	-0.900921066535933	-0.121639240723636	-1.145102265264	1.1837614438064	0.0666831563960387	1.42603651856048	0.803900876077788	0.532610499769588	0.357936771262482	0.0256810129487937	-0.630243294336793	-0.606198231182751	-0.392915528472539	1.1021877805253
g980	-1.35079471973442	-1.13440689874848	0.622052305429306	-0.54352170951726	3.35820341230718	-0.530763370147912	1.62726407079275	-0.676040069476558	-1.37407572228021	0.0648418205200443	1.79577574038606	-0.501757844452669	-0.413722627310772	-0.0354716755588556	0.502268580426767	-0.706860424846371	0.967039932885125	-0.34155871575728	-0.169992640138814	0.0312688953377265	-1.20667191588171	0.0577389692246151	0.0797664079299017	-1.33075492055565	-0.088797517327846	-1.44205249691769	-0.249381685040442	-0.786881637907273	-1.66690649046907	0.116988184030192	0.953115162522018	-0.452019455835436	-0.706707812771803	0.874873044826092	-0.397627739698493	0.0404256104630332	-0.0825036550991313	0.452064267901412	0.0824335695902863	0.223075811847611	1.46170502752552	0.24917701005866	1.39303002871079	-0.763758622609007	0.351191796322781	1.6487307190453
g981	-0.275234190622333	0.383572626954758	-0.0560605689273099	-0.507527035626522	-0.177754599221085	-0.123307954019654	0.937460349644748	-0.731015926918317	-1.38254795152594	1.01860300002847	2.00127393099355	-1.99577084495977	-1.80220789446972	0.772013509893364	2.0431921792908	-0.276558708745345	2.00771059408801	-0.00683779499156772	0.243001453894799	-0.145049406065416	0.55194979599675	-0.291451060652317	0.488177559145468	0.234599678950994	-1.2751212778895	-0.554564823300588	1.20007323162464	-1.10535151247609	-0.453680902989022	1.30642450768494	1.4326674058603	-0.274150201086949	-0.614997304212995	-0.244938492259564	-1.39786046849299	-0.69178959512475	-1.23234595519873	-0.238548125530598	-0.412217876362908	-0.027526648381652	2.0808425827885	-0.0889452308855253	0.279516749657407	-0.936175810021744	-0.390988240569842	0.72944724503124
g982	-0.541579197474854	1.92552986225089	0.0849894388372407	1.57987952971591	1.42213721198843	-0.0882280201617733	1.11081086490975	-1.2347539833625	-1.66370726267008	-1.10536804126007	2.07893175277617	-0.563815138983019	-0.420003970569168	1.42472333912672	-0.529573197329892	0.156194867323484	1.86992632249565	-1.2592310931825	0.0488820935906694	0.337706533172827	-1.29436132884413	-0.368154508991026	-0.631045771107703	0.878582343503592	-0.0654649893081731	-0.775086593740027	0.794691301249061	0.25342363633579	0.0767588368070286	1.35311883825864	0.595218793832146	-1.06851455942391	-0.436002075944869	-1.30250774484392	-0.985805098557487	0.783268471610792	0.66094073220645	0.58634936802877	-1.02224657341271	0.119146643688917	0.563571309815741	-1.76295666222482	-0.740288355334494	-0.0032926425485076	-0.658389852094752	-0.184405430154275
g983	-1.2555530242021	0.325154576501987	-0.351077391035687	0.462659863906838	1.58712969161495	0.190081911900967	-0.225836973871847	-0.87800002197287	0.13800904922614	-1.00262126306747	0.673577342104319	-0.583084098956869	-2.05814326351438	2.5356969390192	1.76160559065712	0.367083973106892	1.09429141980907	0.190876195433044	0.867197754552887	-0.717092136686811	-0.328420926253487	0.0711378118268345	0.680736037174105	-0.390159910356943	-1.10859772197947	-0.217546085153014	0.63642754803184	0.42978774685418	-0.904811087690657	1.41330345554951	1.0986482864511	-1.16726025438374	-0.700878894152023	-0.646747798754358	-0.3002032412505	-0.290371673021782	-0.910548110419605	1.50646290983709	-1.35865144037892	-0.806015926558809	2.08091201051985	-0.512123970565477	-1.40695889685951	-0.292368447501642	0.050678432736483	0.251614011773567
g984	-0.562803476903814	0.729948996521826	0.0831795822676039	0.840969012086075	0.443384135050367	-0.245906216379451	2.04765725207935	-0.541016697608802	-0.299835079896285	-1.33834406374811	1.20401282777366	0.739466867877926	-0.394637918708456	-0.255259381208641	1.83801799657341	0.370051746577832	-1.13101612896752	0.102276782665536	0.448820111992891	0.153544277984378	-0.350410447905873	0.27066951099957	-0.449627641255268	0.737762804245259	-0.277129669433253	-0.041238389501945	-1.09416246526321	0.057599812734977	-0.295933081303969	2.10098908688409	0.196619462351239	-1.72792002005895	-0.687502518680315	0.422798073349497	-1.82190545419101	-0.659469899506201	-1.61698593622587	2.22863300229183	-1.76293514778327	0.120993550555821	1.33443447325564	-0.0582821163235175	-0.248588877905352	0.100492311649588	-1.49564282855099	0.784231779541688
